https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"862325","1","1","Vehicle in Operation","1","Land Rover","2022","2022","Defender 110 S","Black","","","true","19","Other Non-motorist","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","1","99","Unknown","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","SALEJ7RX4N2075736","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Darien","CT","","06820","","true","n/a","false","false","Parking lot of Nordstrom","true","CT","false","false","1","The Cincinnati CasualtyCompany","","","","","","","","","","","","","","","","","","","","","","","",""
"862981","1","1","Vehicle in Operation","1","unknown","","","unknown","White","W","Westbound","false","18","Pedalcycle/Pedalcyclist","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","99","Unknown","99","Unknown","99","Unknown","6","Turning Right","0","None","UNKNOWN","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","","true","","false","false","Into the Stew's Driveway","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"862981","2","1","Vehicle in Operation","1","pedego","","","","","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","UNKNOWN","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Westport Ave","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"864375","1","1","Vehicle in Operation","1","Ford","2015","2015","Escape Se","White","N","Northbound","false","19","Other Non-motorist","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","1FMCU0G94FUC19174","1","No Control Device","88","Not Applicable","16","Other Non-Collision","19","Other Non-motorist","26","Other Non-Fixed Object","88","Not Applicable","1","No Special Function","88","Not applicable","","","Darien","CT","","06820","","false","","false","false","500 Connecticut Avenue","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2022-10-08","","","",""
"869793","1","1","Vehicle in Operation","2","Niss","2018","2018","Rogue Sv","Blu      ","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AT2MV1JC712266   ","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06851","","false","","false","false","South Main St","true","CT","false","false","1","Progressive","","","","","","","","","","","","","","","","","","","","2021-12-10","","","",""
"872245","1","1","Vehicle in Operation","1","Jeep","2015","2015","Wrangler Sahara","Gray","N","Northbound","false","99","Unknown","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","1C4AJWBG3FL664427","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Westport","CT","","06880","","false","","false","false","Parking lot","true","CT","false","false","1","AIG PROPERTY CASUALTY COMPANY","","","","","","","","","","","","","","","","","","","","2022-08-02","","","",""
"872245","2","1","Vehicle in Operation","1","Canondale","","","Unknown","Black","W","Westbound","false","22","Motor Vehicle In Motion","15","Wrong way (or Wrong Side)","0","None","0","None","30","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","1","No Damage","","","15","Wrong way (or Wrong Side)","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Sidewalk","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"874052","1","1","Vehicle in Operation","1","FORD","","","MUS","Silver","N","Northbound","false","17","Pedestrian","6","Turning Right","99","Unknown","99","Unknown","88","99","Unknown","1","Two-Way, Not Divided","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","6","Turning Right","99","Unknown","","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Arbor Dr.","false","","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"878020","1","1","Vehicle in Operation","1","MT","","","","","W","Westbound","false","17","Pedestrian","99","Unknown","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","true","N/A","false","false","Washington Street","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"879423","1","1","Vehicle in Operation","1","Chevrolet","2020","2020","Express G2500","White","W","Westbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","1","Straight Ahead","0","None","1GCWGAFG0L1267041","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Berlin","CT","","06037","","false","","false","false","New Canaan Ave","false","CT","false","false","1","Liberty Mutual Fire Ins. Co.","","","","","","","","","","","","","","","","","","","","2022-05-01","","","",""
"883302","1","1","Vehicle in Operation","1","Kia","2018","2018","Optima E","White","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","5XXGU4L3XJG208645   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06606","","true","","false","false","Parking lot","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","","","","",""
"883890","1","1","Vehicle in Operation","1","GMC","2009","2009","Savana G1500","White","N","Northbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","1","Straight Ahead","0","None","1GTFH154291106090","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","South Main Street","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2022-02-02","","","",""
"888886","1","1","Vehicle in Operation","1","Nissan","2007","2007","Pathfinder LE/SE/XE","Gray","E","Eastbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","1","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5N1AR18W17C643177","1","No Control Device","88","Not Applicable","47","Other Fixed Object (wall, building, tunnel, etc.)","47","Other Fixed Object (wall, building, tunnel, etc.)","19","Other Non-motorist","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","true","Maggs Autobody","false","false","Ely Avenue","true","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"896142","1","1","Vehicle in Operation","1","UNK","","","UNK","Silver","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Van Zant Street","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"904755","1","1","Vehicle in Operation","1","unknown","","","","","S","Southbound","false","17","Pedestrian","99","Unknown","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","99","Unknown","99","Unknown","99","Unknown","0","None","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Cross St.","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"907513","1","1","Vehicle in Operation","1","UNKNOWN","","","","","W","Westbound","false","17","Pedestrian","99","Unknown","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","99","Unknown","99","Unknown","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Belden Ave","false","CT","false","false","1","Unknown","","","","","","","","","","","","","","","","","","","","","","","",""
"909374","1","1","Vehicle in Operation","1","BMW","2016","2016","228xi Sulev","Black","N","Northbound","false","26","Other Non-Fixed Object","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","3","Backing","0","None","WBA1G9C51GV599660","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06850","","false","","false","false","696 West Avenue (CVS Parking lot)","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2022-03-23","","","",""
"909755","1","1","Vehicle in Operation","1","Jeep","1995","1995","Grand Cherokee Lared","Tan","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","99","Unknown","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","99","Unknown","1J4GZ58S3SC624474","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06850","","false","","false","false","New Canaan Ave.","false","CT","false","false","1","Farmers","","","","","","","","","","","","","","","","","","","","2022-11-13","","","",""
"912561","1","1","Vehicle in Operation","1","Ford","2006","2006","F350 Super Duty","White","E","Eastbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","18","Medium / Heavy Trucks (more than 10,000 lbs (4,536 kg))","7","Turning Left","0","None","1FDWX37P46EA29406","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","1","Yes","Norwalk","CT","","06851","","false","","false","false","Connecticut Ave","true","CT","false","false","1","NGM Insurance Company","","Blue Flame Fabricating, LLC","Norwalk","CT","UnitedStates","06851    ","99","Unknown","true","","","","","2","10,001-26,000 lbs","2","Single-Unit Truck (2-axle and GVWR more than 10,000 lbs)","97","Other","2018-11-06","1","Yes","",""
"915909","1","1","Vehicle in Operation","1","Toyota","2007","2007","Camry Ce/le/xle/se","Red","S","Southbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","4T1BE46K27U093838","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Main St","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"917642","1","1","Vehicle in Operation","1","Hyundai","2020","2020","Elantra Sel","Black","W","Westbound","false","17","Pedestrian","6","Turning Right","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","6","Turning Right","0","None","5NPD84LF7LH620918","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Atlanta","GA","","30339","","false","","false","false","Juhasz Road","false","CT","false","false","1","Trumbull Insurance Company","","","","","","","","","","","","","","","","","","","","2022-09-09","","","",""
"918753","1","1","Vehicle in Operation","1","unavail","","","unavail","","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","88","Not Applicable","25","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","unavaliable","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","WESTPORT","CT","UnitedStates","06880-","false","false","","false","false","DUCK POND ROAD","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"918753","2","1","Vehicle in Operation","1","FORD","2020","2020","TRANSIT","White","W","Westbound","false","18","Pedalcycle/Pedalcyclist","3","Backing","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","2","Minor Damage","4","Cargo Van (10,000 lbs/4,536 kg or less)","3","Backing","0","None","1FTBR1C81LKB73346","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","TULSA","OK","UnitedStates","74134","false","false","","false","false","DUCK POND ROAD","true","NJ","false","false","1","SELF INSURED","","","","","","","","","","","","","","","","","","","","2022-06-30","","","",""
"919066","1","1","Vehicle in Operation","2","GMC","1986","1986","C3500","Gray      ","E","Eastbound","false","19","Other Non-motorist","7","Turning Left","0","None","88","Not Applicable","30","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","5","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","5","Pick Up","7","Turning Left","0","None","1GTHC34W3GJ523866   ","3","Traffic Control Signal","2","Yes","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","true","CONNECTICUT AVENUE","false","CT","false","false","1","ALLSTATE","","","","","","","","","","","","","","","","","","","","2022-07-24","","","",""
"919493","1","1","Vehicle in Operation","1","Ford","2020","2020","Ranger Super Cab","White","","","true","99","Unknown","11","Slowing","99","Unknown","88","Not Applicable","25","3","Not Towed","88","Not Applicable","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","5","Pick Up","11","Slowing","99","Unknown","1FTER1FH9LLA59968","99","Unknown","1","No","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","761 Main Ave","true","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2022-04-28","","","",""
"920988","1","1","Vehicle in Operation","1","range rover ","","","range rover ","Black","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Main St.","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"922723","1","1","Vehicle in Operation","1","MT","","","","Black","W","Westbound","false","18","Pedalcycle/Pedalcyclist","5","Overtaking/Passing","99","Unknown","88","Not Applicable","1","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","","","5","Overtaking/Passing","99","Unknown","NONE","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Perry Ave","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"922723","2","1","Vehicle in Operation","2","Audi","2017","2017","A4 2.0t Qua Premium","Silver","E","Eastbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","WAUANAF41HN042789","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06855","","false","Not Applicable ","false","false","Perry Ave","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2022-08-04","","","",""
"925730","1","1","Vehicle in Operation","1","","","","","Black","E","Eastbound","false","99","Unknown","99","Unknown","99","Unknown","99","Unknown","25","","","5","One-Way Trafficway","1","3","Curve Right","1","Level","4","Sector 4 (SouthEast) in the 12-point Clock Diagram","2","Minor Damage","","","99","Unknown","99","Unknown","N/A","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Marvin St.","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"925730","2","1","Vehicle in Operation","1","","","","","","N","Northbound","false","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","25","3","Not Towed","99","Unknown","1","99","Unknown","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","2","(Sport) Utility Vehicle","99","Unknown","99","Unknown","","1","No Control Device","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","N/A","false","false","Gregory Blvd.","false","CT","false","false","1","Evading","","","","","","","","","","","","","","","","","","","","","","","",""
"926012","1","1","Vehicle in Operation","1","unknown","","","unknown","","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Senga","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"926024","1","1","Vehicle in Operation","1","VOLV","2020","2020","Xc90 T6","Black","N","Northbound","false","16","Other Non-Collision","3","Backing","0","None","88","Not Applicable","1","3","Not Towed","4","Two-Way, Divided, Positive Median Barrier","2","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","3","Backing","0","None","YV4A221K1L1611483   ","1","No Control Device","88","Not Applicable","16","Other Non-Collision","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Westport       ","CT","","06880","","false","","false","false","100 Westport Avenue","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2023-01-26","","","",""
"929904","1","1","Vehicle in Operation","1","Honda","2005","2005","Pilot EX","Gray","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","5FNYF18475B002643","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","New Canaan","CT","","06840","","false","n /a","false","false","Parking lot","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2022-04-23","","","",""
"930734","2","2","Parked Vehicle","0","Ford","2017","2017","Explorer","Black","N","Northbound","false","22","Motor Vehicle In Motion","97","Other","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","7","Sector 7 (South by SouthWest) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","97","Other","0","None","1FM5K8AR2HGA89645","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","17","Pedestrian","23","Parked Vehicle","88","Not Applicable","6","Police","1","Non-Emergency Situation, Non Transporting Patient","","","Norwalk","CT","","","","false","CON DPW Garage (Parkway Auto Body)","false","false","Park Street","false","CT","false","false","1","Cirma","","","","","","","","","","","","","","","","","","","","2022-07-01","","","",""
"930734","1","1","Vehicle in Operation","1","Hyundai","2019","2019","Kona Sel","White","N","Northbound","false","23","Parked Vehicle","1","Straight Ahead","0","None","88","Not Applicable","25","1","Towed Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","4","Disabling Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","KM8K2CAA7KU192228","1","No Control Device","88","Not Applicable","23","Parked Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Westport","CT","","06880","","false","Parkway Auto Body","false","false","Park Street","false","CT","false","false","1","Progressive Direct Insurance","","","","","","","","","","","","","","","","","","","","2022-08-18","","","",""
"930734","3","2","Parked Vehicle","1","Ford","2016","2016","Explorer","Black","N","Northbound","false","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","12","Parked","0","None","88","Not Applicable","25","2","Towed But not Due to Disabling Damage","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","12","Parked","0","None","1FM5K8ARXGGB13477","1","No Control Device","88","Not Applicable","24","Struck By Falling, Shifting Cargo or Anything Set in Motion By Motor Vehicle","88","Not Applicable","88","Not Applicable","88","Not Applicable","6","Police","1","Non-Emergency Situation, Non Transporting Patient","","","Norwalk","CT","","","","false","CON DPW Garage (Parkway Auto Body)","false","false","Park Street","false","CT","false","false","1","Cirma","","","","","","","","","","","","","","","","","","","","2022-07-01","","","",""
"932713","2","1","Vehicle in Operation","1","SALSA","","","Vaya","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","30","","","1","Two-Way, Not Divided","1","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Main Ave","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
