https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","VehicleId","PersonId","Age","Gender","Gender Text Format","State","Postal Code","Person Type","Person Type Text Format","Injury Status","Injury Status Text Format","Condition at Time of Crash","Condition at Time of Crash Text Format","Condition at Time of Crash2","Condition at Time of Crash2 Text Format","Action Taken by Officer","Action Taken by Officer Text Format","Alcohol Test Status","Alcohol Test Status Text Format","Type Of Alcohol Test","Type Of Alcohol Test Text Format","Drug Test Status","Drug Test Status Text Format","Type Of Drig Test","Type Of Drig Test Text Format","Ejection Status","Ejection Status Text Format","Restraint System","Restraint System Text Format","Helmet Use","Helmet Use Text Format","Air Bag Status","Air Bag Status Text Format","Speeding Related","Speeding Related Text Format","Driver Actions 1","Driver Actions 1 Text Format","Driver Actions 2","Driver Actions 2 Text Format","Driver Actions 3","Driver Actions 3 Text Format","Driver Actions 4","Driver Actions 4 Text Format","Driver Distracted By","Driver Distracted By Text Format","Roadway On Which Nonmotorist Was Traveling/Located","Direction nonmotorist was traveling","Direction Unknown","Striking Motor Vehicle ID","Bicycle ID","Non-Motorist Not In Roadway","Actions or Circumstances Prior to Crash","Actions or Circumstances Prior to Crash Text Format","To or From School","To or From School Text Format","Actions or Circumstances At Time Of Crash","Actions or Circumstances At Time Of Crash Text Format","Actions or Circumstances At Time Of Crash2","Actions or Circumstances At Time Of Crash2 Text Format","Location At Time Of Crash","Location At Time Of Crash Text Format","Safety Equipment","Safety Equipment Text Format","Safety Equipment2","Safety Equipment2 Text Format","Non-motorist Distracted By","Non-motorist Distracted By Text Format","Seating Position","Seating Position Text Format","Seating Position for Bus","City","Country","Driver License Jurisdiction","Driver License Jurisdiction Text Format","Drivers License Issued By","Drivers License Class","Commercial License Class","Commercial License Class Text Format","Transported to First Medical Facility By","Transported to First Medical Facility By Text Format","Name of the EMS agency","Name of the Intended Receiving Facility"
"854355","","1","75","2","Female","CT","06851","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Chestnut Hill Road","S","false","1","","true","6","In Roadway - Other","1","No","1","No Improper Action","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk        ","","","","CT","","","","3","EMS Ground","Norwalk Paramedics","NORWALK HOSPITAL"
"857223","1","1","62","2","Female","CT","06820","1","Driver","O","No Apparent Injury (O)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Darien","","2","State","CT","4","1","No","1","Not Transported","",""
"857223","","2","68","1","Male","CT","06854","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","680 Connecticut Avenue","N","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","1","No Improper Action","2","Intersection-Unmarked Crosswalk","0","None","0","None","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","Norwalk EMS","NORWALK HOSPITAL"
"862325","","2","70","2","Female","CT","06902","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Parking garage of Nordstrom","","true","1","","true","97","Other","1","No","1","No Improper Action","1","No Improper Action","97","Other","0","None","0","None","1","Not Distracted","","","","Stamford","","2","State","CT","","","","1","Not Transported","",""
"862325","1","1","","1","Male","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","9","Improper Backing","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","2","State","CT","99","1","No","1","Not Transported","",""
"862981","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","UnitedStates","2","State","CT","99","1","No","1","Not Transported","",""
"862981","","2","23","2","Female","CT","","5","Bicyclist","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Westport Ave","N","false","1","2","false","0","None","1","No","1","No Improper Action","88","Not Applicable","6","Bicycle Lane","1","Helmet","88","Not Applicable","1","Not Distracted","","","","Norwalk","UnitedStates","2","State","CT","","","","1","Not Transported","",""
"864375","","3","38","2","Female","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"864375","","2","2","1","Male","","","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","500 Connecticut Avenue Parking lot","N","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","1","No Improper Action","10","Driveway Access","0","None","88","Not Applicable","1","Not Distracted","","","","unknown","UnitedStates","88","Not applicable","CT","","","","3","EMS Ground","Norwalk EMS","NORWALK HOSPITAL"
"864375","1","1","38","2","Female","CT","06820","1","Driver","O","No Apparent Injury (O)","3","Emotional (depressed, angry, disturbed, etc.)","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","4","Too Fast for Conditions","9","Improper Backing","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Darien","UnitedStates","2","State","MN","4","1","No","1","Not Transported","",""
"869793","1","1","61","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"869793","","3","39","1","Male","CT","06851","3","Pedestrian","B","Suspected Minor Injury (B)","99","Unknown","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","South Main St","S","false","1","","false","1","Crossing Roadway","1","No","2","Dart/Dash","88","Not Applicable","97","Other","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk        ","","","","CT","","","","3","EMS Ground","Norwalk Hospital EMS","Norwalk Hospital"
"869793","1","2","61","2","Female","CT","06851","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","23","Second Row, Right Seat","","Norwalk        ","","","","CT","","","","1","Not Transported","",""
"872245","1","1","61","1","Male","CT","06880","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Westport","","2","State","CT","4","1","No","1","Not Transported","",""
"872245","","2","17","1","Male","CT","06851","5","Bicyclist","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","parking lot","N","false","1","2","true","5","Walking/Cycling on Sidewalk","99","Unknown","12","Wrong-Way Riding or Walking","88","Not Applicable","10","Driveway Access","1","Helmet","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk","UnitedStates","","","CT","","","","3","EMS Ground","NEMS","NORWALK HOSPITAL"
"874052","","2","29","2","Female","CT","","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Arbor Dr.","N","false","1","","false","6","In Roadway - Other","1","No","1","No Improper Action","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","Norwalk","UnitedStates","","","","","","","3","EMS Ground","Norwalk EMS","Norwalk Hospital"
"874052","","4","17","1","Male","PA","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Reading","UnitedStates","","","99","","","","","","",""
"874052","","3","20","1","Male","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"874052","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","4","Too Fast for Conditions","15","Operated Motor Vehicle in Inattentive, Careless, Negligent, or Erratic Manner","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","2","State","99","99","1","No","1","Not Transported","",""
"878020","1","1","","99","Unknown","CT","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","4","Too Fast for Conditions","14","Operated Motor Vehicle in Reckless or Aggressive Manner","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","UnitedStates","2","State","CT","99","1","No","1","Not Transported","",""
"878020","","2","26","2","Female","CT","06905","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Washington Street","W","false","1","","false","1","Crossing Roadway","1","No","97","Other","88","Not Applicable","7","Shoulder/Roadside","0","None","88","Not Applicable","1","Not Distracted","","","","Stamford","","","","CT","","","","1","Not Transported","",""
"879423","","2","32","1","Male","CT","06855","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","New Canaan Ave","W","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","1","No Improper Action","1","Intersection-Marked Crosswalk","0","None","0","None","1","Not Distracted","","","","Norwalk","","2","State","CT","","","","3","EMS Ground","Norwalk Paramedics","NORWALK HOSPITAL"
"879423","1","1","43","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"883302","","2","25","2","Female","CT","06584","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","parking lot","S","false","1","","true","97","Other","1","No","3","Failure to Yield Right-Of-Way","88","Not Applicable","10","Driveway Access","0","None","88","Not Applicable","7","Other, Outside Vehicle","","","","Norwalk","UnitedStates","","","","","","","1","Not Transported","",""
"883302","1","1","31","1","Male","CT","06606","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","99","Unknown","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Bridgeport","","2","State","CT","4","1","No","1","Not Transported","",""
"883890","1","1","26","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk        ","","2","State","CT","4","1","No","1","Not Transported","",""
"883890","","2","42","1","Male","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","99","Unknown","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","South Main Street","N","false","1","","false","99","Unknown","1","No","99","Unknown","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk","UnitedStates","88","Not applicable","","","","","3","EMS Ground","Norwalk Hospital EMS","NORWALK HOSPITAL"
"888886","","4","45","1","Male","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"888886","","5","45","1","Male","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"888886","1","1","30","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","3","Emotional (depressed, angry, disturbed, etc.)","6","Under the Influence of Medications/Drugs/Alcohol","4","Arrest/Summons","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","4","Too Fast for Conditions","14","Operated Motor Vehicle in Reckless or Aggressive Manner","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","88","1","No","1","Not Transported","",""
"888886","","2","51","1","Male","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Ely Avenue","W","false","1","","true","97","Other","1","No","1","No Improper Action","1","No Improper Action","97","Other","0","None","0","None","1","Not Distracted","","","","Norwalk","UnitedStates","","","","","","","3","EMS Ground","Wilton","Norwalk Hospital"
"888886","","3","56","1","Male","CT","","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","UnitedStates","","","CT","","","","","","",""
"896142","","2","31","2","Female","CT","06854","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","1","Apparently Normal","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Van Zant Street","W","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","99","Unknown","4","Midblock-Marked Crosswalk","0","None","0","None","1","Not Distracted","","","","Norwalk        ","","1","Not Licensed","CT","","","","1","Not Transported","",""
"896142","1","1","","2","Female","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","1","Not Deployed","1","No","97","Other Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","2","State","CT","99","1","No","1","Not Transported","",""
"904755","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","99","Unknown","CT","99","1","No","1","Not Transported","",""
"904755","","2","57","1","Male","CT","06901","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Cross St.","W","false","1","","false","1","Crossing Roadway","1","No","99","Unknown","1","No Improper Action","2","Intersection-Unmarked Crosswalk","0","None","0","None","99","Unknown if Distracted","","","","Stamford","","2","State","CT","","","","3","EMS Ground","Norwalk Paramedics","NORWALK HOSPITAL"
"907513","","2","59","2","Female","CT","","3","Pedestrian","A","Suspected Serious Injury (A)","2","Physically Impaired","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Belden Ave","E","false","1","","false","4","Walking/Cycling along Roadway Against Traffic (In or Adjacent to Travel Lane)","1","No","1","No Improper Action","1","No Improper Action","5","Travel Lane-Other Location","0","None","0","None","99","Unknown if Distracted","","","","Norwalk","UnitedStates","1","Not Licensed","CT","","","","3","EMS Ground","Norwalk paramedics","NORWALK HOSPITAL"
"907513","1","1","","99","Unknown","","","1","Driver","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","99","Unknown","99","Unknown","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","","","99","Unknown","CT","99","1","No","1","Not Transported","",""
"909374","1","1","53","1","Male","CT","06850","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","9","Improper Backing","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"909374","","3","8","2","Female","CT","","3","Pedestrian","C","Possible Injury (C)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","696 West Avenue Norwalk, CT ","N","false","1","","false","97","Other","1","No","1","No Improper Action","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","UnitedStates","","","CT","","","","1","Not Transported","",""
"909374","","4","29","1","Male","CT","06850","9","Witness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Norwalk","","","","CT","","","","","","",""
"909374","","2","28","2","Female","FL","34986","3","Pedestrian","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","696 West Avenue Norwalk, CT","N","false","1","","false","97","Other","1","No","1","No Improper Action","88","Not Applicable","97","Other","0","None","88","Not Applicable","1","Not Distracted","","","","Port Saint Lucie","","","","FL","","","","1","Not Transported","",""
"909755","","2","51","1","Male","CT","06850","3","Pedestrian","B","Suspected Minor Injury (B)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","New Canaan Ave.","E","false","1","","false","1","Crossing Roadway","1","No","5","In Roadway Improperly (Standing, Lying, Working, Playing)","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","99","Unknown if Distracted","","","","Norwalk","","","","CT","","","","3","EMS Ground","Norwalk EMS","Norwalk Hospital"
"909755","1","1","27","1","Male","CT","06850","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","99","Unknown","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"912561","1","1","59","1","Male","CT","06851","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"912561","","2","68","2","Female","CT","06851","3","Pedestrian","B","Suspected Minor Injury (B)","97","Other","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Connecticut Ave","E","false","1","","false","1","Crossing Roadway","1","No","4","Failure to Obey Traffic Signs, Signals, or Officer","88","Not Applicable","5","Travel Lane-Other Location","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","","2","State","CT","","","","3","EMS Ground","Norwalk EMS","NORWALK HOSPITAL"
"915909","","2","","1","Male","","","3","Pedestrian","O","No Apparent Injury (O)","99","Unknown","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Main St","S","false","1","","false","1","Crossing Roadway","99","Unknown","99","Unknown","88","Not Applicable","2","Intersection-Unmarked Crosswalk","99","Unknown","88","Not Applicable","99","Unknown if Distracted","","","","","","","","CT","","","","1","Not Transported","",""
"915909","1","1","37","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"917642","","2","37","1","Male","CT","06850","3","Pedestrian","B","Suspected Minor Injury (B)","97","Other","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","Juhasz Road","W","false","1","","false","1","Crossing Roadway","1","No","1","No Improper Action","88","Not Applicable","1","Intersection-Marked Crosswalk","0","None","88","Not Applicable","1","Not Distracted","","","","Norwalk","","","","CT","","","","3","EMS Ground","Norwalk EMS","NORWALK HOSPITAL"
"917642","1","1","73","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","3","Infraction","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","4","1","No","1","Not Transported","",""
"918753","","1","16","1","Male","CT","06880-","5","Bicyclist","B","Suspected Minor Injury (B)","1","Apparently Normal","","","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","DUCK POND ROAD","N","false","2","1","false","3","Walking/Cycling along Roadway Along Traffic (In or Adjacent to Travel Lane)","1","No","8","Inattentive (Talking, Eating, etc.)","88","Not Applicable","5","Travel Lane-Other Location","1","Helmet","88","Not Applicable","5","Other Activity, Electronic Device","","","","WESTPORT","UnitedStates","","","","","","","1","Not Transported","",""
"918753","2","2","55","1","Male","CT","06606","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","0","None taken","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","1","Shoulder and Lap Belt Used","88","Not Applicable","1","Not Deployed","1","No","1","No Contributing Action","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","Not Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","BRIDGEPORT","UnitedStates","2","State","CT","4","1","No","1","Not Transported","",""
"919066","1","1","59","1","Male","CT","06854","1","Driver","O","No Apparent Injury (O)","1","Apparently Normal","88","Not Applicable","1","Verbal Warning","1","Test Not Given","88","Not Applicable","1","Test Not Given","88","Not Applicable","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","88","Not applicable","1","No","3","Failed to Yield Right-of-Way","88","Not Applicable","88","Not Applicable","88","Not Applicable","99","Unknown if Distracted","","","","","","","","","","","","","","","","","","","","","","","11","First Row, Left Seat","","Norwalk","","2","State","CT","1","2","Yes","1","Not Transported","",""
"919066","1","3","16","1","Male","CT","","2","Passenger","O","No Apparent Injury (O)","","","","","","","","","","","","","","","1","Not Ejected","4","Restraint Used, Type Unknown","88","Not Applicable","1","Not Deployed","","","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","","","","","","","","","","","","","","13","First Row, Right Seat","","Norwalk","UnitedStates","","","CT","","","","1","Not Transported","",""
