https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180309
"CrashId","Fatal Case Status","Fatal Case Status Text Format","CrashId","CrashId","Latitude","Longitude","DOT Case Number","Town Name","Town Number","Town Number","Town Number Text Format","Date Of Crash","Year","Month","Month Text Format","Day","Day of the Week","Day of the Week Text Format","Time of Crash","Hour of the Day","Case Identifier","Crash Severity","Crash Severity Text Format","Most Severe Injury","Most Severe Injury Text Format","Number Of Motor Vehicles","Number Of Non-Motorist","Number Of Witnesses","Route Class","Route Class Text Format","Milemarker","Road Number","Road Description","Roadway Name","Intersecting Roadway Name","Landmark Description","Distance From Nearest Landmark","Unit Of Measure From Nearest Landmark","Direction From Nearest Landmark","Latitude","Longitude","First Harmful Event","First Harmful Event Text Format","Manner of Crash / Collision Impact","Manner of Crash / Collision Impact Text Format","Location of First Harmful Event","Location of First Harmful Event Text Format","Weather Condition","Weather Condition Text Format","Weather 2","Weather 2 Text Format","Light Condition","Light Condition Text Format","Road Surface Condition","Road Surface Condition Text Format","Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format","Environment 2","Environment 2 Text Format","Environment 3","Environment 3 Text Format","Contributing Circumstances, Road","Contributing Circumstances, Road Text Format","Road 2","Road 2 Text Format","Road 3","Road 3 Text Format","Crash Specific Location","Crash Specific Location Text Format","Type of Intersection","Type of Intersection Text Format","School Bus Related","School Bus Related Text Format","Work Zone Related","Work Zone Related Text Format","Location Of Crash Relative To Work Zone","Location Of Crash Relative To Work Zone Text Format","Type of Work Zone","Type of Work Zone Text Format","Worker Presence","Worker Presence Text Format","Law Enforcement Presence","Law Enforcement Presence Text Format","Were Vehicles Moved Prior To Police Arrival","Trafficway Ownership","Trafficway Ownership Text Format","Trafficway Class","Trafficway Class Text Format","Police Agency","Police Agency Text Format","Badge Number","Approval Date","Police Case Status","Police Case Status Text Format","Crash Report Submission Date","Related Case Identifiers","No. of Through Lanes (Log Dir.)","Average Daily Traffic","Functional Classification","Functional Classification Text Format","Rural or Urban","Rural or Urban Text Format"
"869793","1","Complete","869793","869793","41.09679600","-73.41898200","3371891","Norwalk","103","103","Norwalk","2021-11-11","2021","11","November","11","5","Thursday","23:00:00","23","2100050006","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.16","0809","SOUTH MAIN ST","SOUTH MAIN ST","HANFORD PL","Elizabeth St","250.0","Feet","N","41.09679600","-73.41898200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","Y003","2021-11-16 04:08:56.0","O","Open","2021-11-16 04:14:15.0","","2","9300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"872245","1","Complete","872245","872245","41.12619635","-73.38811466","3374343","Norwalk","103","103","Norwalk","2021-09-14","2021","9","September","14","3","Tuesday","08:18:00","8","2100040995","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","","","","","","WESTPORT AV","","willard","427.0","Feet","W","41.12619635","-73.38811466","10","Pedalcycle/Pedalcyclist","88","Not Applicable","2","Shoulder","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","Z006","2021-11-23 09:44:25.0","O","Open","2021-11-23 09:53:37.0","","","","","","",""
"874052","1","Complete","874052","874052","41.09225200","-73.43022900","3376149","Norwalk","103","103","Norwalk","2021-11-21","2021","11","November","21","1","Sunday","22:50:00","22","2100051336","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","2","4","Local","0.20","0024","ARBOR DR","ARBOR DR","SOUNDVIEW AV","","","","","41.09225200","-73.43022900","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D034","2021-11-29 17:45:49.0","O","Open","2021-11-29 17:53:42.0","","2","5483","7","LOCAL - NEW HPMS","2","Urban"
"878020","1","Complete","878020","878020","41.09897000","-73.41706000","3380117","Norwalk","103","103","Norwalk","2021-12-05","2021","12","December","5","1","Sunday","00:54:00","0","2100053011","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.32","0909","WASHINGTON ST","WASHINGTON ST","","South Main Street","495.0","Feet","E","41.09897000","-73.41706000","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","L023","2021-12-09 04:54:31.0","O","Open","2021-12-09 05:00:54.0","","2","9400","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"879423","1","Complete","879423","879423","41.12638400","-73.42941800","3381521","Norwalk","103","103","Norwalk","2021-12-08","2021","12","December","8","4","Wednesday","20:47:00","20","2100053531","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","0.99","123","123-N","123-N","","Riverside Ave","55.0","Feet","E","41.12638400","-73.42941800","9","Pedestrian","88","Not Applicable","1","On Roadway","7","Snow","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D019","2021-12-13 16:57:05.0","O","Open","2021-12-13 17:00:36.0","","3","16500","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"883302","1","Complete","883302","883302","41.10020000","-73.41910000","3385400","Norwalk","103","103","Norwalk","2021-10-09","2021","10","October","9","7","Saturday","02:18:00","2","2100045070","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","4","Local","0.00","0535","MARSHALL ST","MARSHALL ST","","North Main St","200.0","Feet","E","41.10020000","-73.41910000","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","M043","2021-12-26 02:06:46.0","O","Open","2021-12-26 02:11:45.0","","","","","","",""
"883890","1","Complete","883890","883890","41.09534700","-73.41898700","3385988","Norwalk","103","103","Norwalk","2021-12-18","2021","12","December","18","7","Saturday","23:37:00","23","2100055018","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.24","0809","SOUTH MAIN ST","SOUTH MAIN ST","","Raymond Street","45.0","Feet","N","41.09534700","-73.41898700","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","H023","2021-12-28 06:52:31.0","O","Open","2021-12-28 06:59:01.0","","2","9300","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"888886","1","Complete","888886","888886","41.09266400","-73.42429600","3390983","Norwalk","103","103","Norwalk","2021-10-31","2021","10","October","31","1","Sunday","16:51:00","16","2100048520","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","3","4","Local","0.10","1106","ELY AV NO 2","ELY AV NO 2","","Lowe Street ","25.0","Feet","W","41.09266400","-73.42429600","9","Pedestrian","88","Not Applicable","4","Roadside","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","99","Unknown","99","Unknown","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","2","Trafficway, Not on Road","CT0010300","Norwalk PD","R026","2021-12-31 07:05:20.0","O","Open","2021-12-31 07:11:41.0","","2","8785","7","LOCAL - NEW HPMS","2","Urban"
"896142","1","Complete","896142","896142","41.10144100","-73.40719600","3398238","Norwalk","103","103","Norwalk","2022-01-04","2022","1","January","4","3","Tuesday","18:37:00","18","2200000404","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","3","State","5.78","136","136-N","136-N","OSBORNE AV","","","","","41.10144100","-73.40719600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","A017","2022-01-17 21:48:45.0","O","Open","2022-01-17 21:56:17.0","","2","5800","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"904755","1","Complete","904755","904755","41.11970200","-73.41671500","3404884","Norwalk","103","103","Norwalk","2022-02-04","2022","2","February","4","6","Friday","18:06:00","18","2200004305","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","2","USRoute","15.96","1","1-N","1-N","WILTON AV","","","","","41.11970200","-73.41671500","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D019","2022-02-08 17:10:28.0","O","Open","2022-02-08 17:11:00.0","","4","12100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"907513","1","Complete","907513","907513","41.11811900","-73.41963500","3405655","Norwalk","103","103","Norwalk","2022-02-02","2022","2","February","2","4","Wednesday","18:04:00","18","2200004038","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","4","Local","0.00","0060","BELDEN AV","BELDEN AV","1-N","","","","","41.11811900","-73.41963500","9","Pedestrian","88","Not Applicable","1","On Roadway","4","Rain","88","Not Applicable","4","Dark-Lighted","2","Wet","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","2","Intersection","2","Four-Way Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D019","2022-02-11 19:51:09.0","O","Open","2022-02-11 19:55:02.0","","3","5900","2","PRIN ART-OTHER FREEWAYS & EXPRESSWAYS - NEW HPMS","2","Urban"
"909374","1","Complete","909374","909374","41.11510000","-73.41530000","3407515","Norwalk","103","103","Norwalk","2022-02-09","2022","2","February","9","4","Wednesday","18:13:00","18","2200004953","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","2","1","","","","","","696 West Avenue","","CVS","30.0","Feet","S","41.11510000","-73.41530000","18","Other Non-Fixed Object","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","B034","2022-02-17 23:16:05.0","O","Open","2022-02-17 23:20:27.0","","","","","","",""
"909755","1","Complete","909755","909755","41.12826200","-73.43650100","3407896","Norwalk","103","103","Norwalk","2022-02-18","2022","2","February","18","6","Friday","20:23:00","20","2200006177","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","1.39","123","123-N","123-N","","Bartlett Ave.","100.0","Feet","W","41.12826200","-73.43650100","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","D034","2022-02-18 22:23:41.0","O","Open","2022-02-18 22:30:13.0","","2","9900","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"912561","1","Complete","912561","912561","41.09160000","-73.45180000","3410701","Norwalk","103","103","Norwalk","2022-02-10","2022","2","February","10","5","Thursday","12:41:00","12","2200005070","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","","","","","","CONNECTICUT AV","","Connecticut Ave","500.0","Feet","S","41.09160000","-73.45180000","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","15","Service or Rest Area","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","88","Not Applicable","4","Parking Lot","CT0010300","Norwalk PD","F019","2022-03-01 09:21:15.0","O","Open","2022-03-01 09:27:00.0","","","","","","",""
"915909","1","Complete","915909","915909","41.11944000","-73.41278900","3413066","Norwalk","103","103","Norwalk","2022-03-05","2022","3","March","5","7","Saturday","09:04:00","9","2200007991","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","4","Local","0.08","0526","MAIN ST","MAIN ST","BURNELL BLVD","","","","","41.11944000","-73.41278900","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","3","Intersection-Related","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","O007","2022-03-09 13:43:35.0","O","Open","2022-03-09 13:44:55.0","","2","7000","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"917642","1","Complete","917642","917642","41.09901600","-73.45128600","3414799","Norwalk","103","103","Norwalk","2022-03-02","2022","3","March","2","4","Wednesday","18:19:00","18","2200007646","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.01","0439","JUHASZ RD NO 1","JUHASZ RD NO 1","RICHARDS AVE","","","","","41.09901600","-73.45128600","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","2","Intersection","3","T-Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","B034","2022-03-15 23:02:07.0","O","Open","2022-03-15 23:03:26.0","","2","11000","5","MAJOR COLLECTOR - NEW HPMS","2","Urban"
"918753","1","Complete","918753","918753","41.10388000","-73.38381000","3415910","Norwalk","103","103","Norwalk","2022-03-14","2022","3","March","14","2","Monday","16:13:00","16","2022-003893","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","4","Local","0.24","","DUCK POND RD","DUCK POND RD","","HARBOR ROAD","2.0","TenthsofMile","N","41.10388000","-73.38381000","10","Pedalcycle/Pedalcyclist","3","Angle","1","On Roadway","1","Clear","","","1","Daylight","1","Dry","2","Visual Obstruction(s)","","","","","0","None","","","","","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","1","No","1","No","false","1","Public Road","1","Trafficway, On Road","CT0015800","Westport PD","03921","2022-03-20 19:30:15.0","C","Closed","2022-03-21 08:05:59.0","2022-003893","2","1928","7","LOCAL - NEW HPMS","2","Urban"
"919066","1","Complete","919066","919066","41.10535400","-73.42880100","3416223","Norwalk","103","103","Norwalk","2022-03-20","2022","3","March","20","1","Sunday","20:11:00","20","2200010110","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","2","USRoute","14.51","1","1-N","1-N","","FERRIS AVENUE","45.0","Feet","E","41.10535400","-73.42880100","11","Other Non-motorist","88","Not Applicable","4","Roadside","1","Clear","88","Not Applicable","4","Dark-Lighted","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","9","Driveway Access-Related","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","2","Trafficway, Not on Road","CT0010300","Norwalk PD","D033","2022-03-21 20:02:03.0","O","Open","2022-03-21 20:08:32.0","","4","18300","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"919493","1","Complete","919493","919493","41.15878700","-73.42148800","3416650","Norwalk","103","103","Norwalk","2022-02-07","2022","2","February","7","2","Monday","12:15:00","12","2200004623","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","","","99103.00","","","MAIN AV","","MAIN AV","314.0","Feet","W","41.15878700","-73.42148800","99","Unknown","88","Not Applicable","7","In Parking Lane or Zone","4","Rain","88","Not Applicable","1","Daylight","6","Moving Water","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","12","Acceleration / Deceleration Lane","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","M050","2022-03-23 10:26:31.0","O","Open","2022-03-23 10:35:10.0","","","","","","",""
"920988","1","Complete","920988","920988","41.11912800","-73.41268400","3418145","Norwalk","103","103","Norwalk","2022-03-24","2022","3","March","24","5","Thursday","15:24:00","15","2200010618","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.06","526","MAIN ST","MAIN ST","","Burnell Blvd.","25.0","Feet","S","41.11912800","-73.41268400","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","V009","2022-03-28 20:19:40.0","O","Open","2022-03-28 20:25:09.0","","4","7000","4","MINOR ARTERIAL - NEW HPMS","2","Urban"
"922723","1","Complete","922723","922723","41.13663500","-73.42874600","3419880","Norwalk","103","103","Norwalk","2022-03-30","2022","3","March","30","4","Wednesday","16:55:00","16","2200011457","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.23","0650","PERRY AV","PERRY AV","","Pearl Street ","50.0","Feet","W","41.13663500","-73.42874600","10","Pedalcycle/Pedalcyclist","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","R027","2022-04-04 15:19:43.0","O","Open","2022-04-04 15:28:59.0","","2","17955","7","LOCAL - NEW HPMS","2","Urban"
"925730","1","Complete","925730","925730","41.09530900","-73.39899900","3422884","Norwalk","103","103","Norwalk","2022-04-09","2022","4","April","9","7","Saturday","10:43:00","10","2200012985","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","1","4","Local","0.60","0354","GREGORY BLVD","GREGORY BLVD","","Fifth St.","100.0","Feet","E","41.09530900","-73.39899900","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","88","Not Applicable","99","Unknown","99","Unknown","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","12","Acceleration / Deceleration Lane","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","99","Unknown","CT0010300","Norwalk PD","H020","2022-04-15 11:47:55.0","O","Open","2022-04-15 11:50:04.0","","2","10200","7","LOCAL - NEW HPMS","2","Urban"
"926012","1","Complete","926012","926012","41.10040100","-73.43367200","3423166","Norwalk","103","103","Norwalk","2022-03-22","2022","3","March","22","3","Tuesday","14:12:00","14","2200010364","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","4","Local","0.13","774","SENGA RD","SENGA RD","","Ave E","50.0","Feet","W","41.10040100","-73.43367200","9","Pedestrian","88","Not Applicable","1","On Roadway","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","C033","2022-04-16 13:13:50.0","O","Open","2022-04-16 13:18:42.0","","2","2300","7","LOCAL - NEW HPMS","2","Urban"
"926024","1","Complete","926024","926024","41.12244648","-73.40181085","3423178","Norwalk","103","103","Norwalk","2022-04-11","2022","4","April","11","2","Monday","10:50:00","10","2200013287","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","1","1","0","","","","","","100 Westport Avenue","","Dry Hill Road","1.0","TenthsofMile","N","41.12244648","-73.40181085","8","Other Non-Collision","88","Not Applicable","97","Other","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","8","Driveway Access","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","C034","2022-04-16 13:12:43.0","O","Open","2022-04-16 13:18:44.0","","","","","","",""
"929904","1","Complete","929904","929904","41.09115700","-73.45216700","3427058","Norwalk","103","103","Norwalk","2022-04-19","2022","4","April","19","3","Tuesday","18:04:00","18","2200014602","O","Property Damage Only","O","No Apparent Injury (O)","1","1","0","","","99103.00","","","CONNECTICUT AV","779 CONNECTICUT AVE","Conn Ave","500.0","Feet","S","41.09115700","-73.45216700","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","99","Unknown","88","Not Applicable","88","Not Applicable","99","Unknown","88","Not Applicable","88","Not Applicable","12","Acceleration / Deceleration Lane","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","S038","2022-04-29 17:19:26.0","O","Open","2022-04-29 17:25:40.0","","","","","","",""
"930734","1","Complete","930734","930734","41.11952700","-73.40829300","3427888","Norwalk","103","103","Norwalk","2022-04-21","2022","4","April","21","5","Thursday","01:15:00","1","2200014769","A","Injury of any type (Serious, Minor, Possible)","A","Suspected Serious Injury (A)","3","1","0","4","Local","0.11","0639","PARK ST","PARK ST","","Lewis St ","100.0","Feet","N","41.11952700","-73.40829300","15","Parked Motor Vehicle","1","Front to rear","1","On Roadway","2","Cloudy","88","Not Applicable","4","Dark-Lighted","1","Dry","0","None","88","Not Applicable","88","Not Applicable","97","Other","88","Not Applicable","88","Not Applicable","1","Non-Junction","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","false","1","Public Road","1","Trafficway, On Road","CT0010300","Norwalk PD","W023","2022-05-03 07:29:05.0","O","Open","2022-05-03 07:31:08.0","","2","4971","7","LOCAL - NEW HPMS","2","Urban"
"932713","1","Complete","932713","932713","41.13258200","-73.42412800","3429866","Norwalk","103","103","Norwalk","2022-04-20","2022","4","April","20","4","Wednesday","16:44:00","16","2200014720","A","Injury of any type (Serious, Minor, Possible)","B","Suspected Minor Injury (B)","1","1","0","3","State","0.41","719","719-N","719-N","","Maplewood Terrace","223.0","Feet","N","41.13258200","-73.42412800","10","Pedalcycle/Pedalcyclist","88","Not Applicable","8","Off Roadway,  Location Unknown","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","11","Through Roadway","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","1","Public Road","2","Trafficway, Not on Road","CT0010300","Norwalk PD","V012","2022-05-09 20:34:28.0","O","Open","2022-05-09 20:40:04.0","","4","20100","3","PRINCIPAL ARTERIAL - OTHER - NEW HPMS","2","Urban"
"937567","1","Complete","937567","937567","41.09910000","-73.44430000","3434714","Norwalk","103","103","Norwalk","2022-05-22","2022","5","May","22","1","Sunday","14:31:00","14","2200019249","A","Injury of any type (Serious, Minor, Possible)","C","Possible Injury (C)","1","1","0","","","","","","CONNECTICUT AV","","Connecticut Ave","250.0","Feet","S","41.09910000","-73.44430000","9","Pedestrian","88","Not Applicable","7","In Parking Lane or Zone","1","Clear","88","Not Applicable","1","Daylight","1","Dry","0","None","88","Not Applicable","88","Not Applicable","0","None","88","Not Applicable","88","Not Applicable","97","Other","1","Not at Intersection","1","No","1","No","88","Not Applicable","88","Not Applicable","88","Not Applicable","88","Not Applicable","true","2","Private Road","4","Parking Lot","CT0010300","Norwalk PD","Y003","2022-05-26 19:09:45.0","C","Closed","2022-05-26 19:16:58.0","","","","","","",""
