https://www.ctcrash.uconn.edu/QueryTool2.action?qid=180305
"CrashId","VehicleId","Vehicle Unit Type","Vehicle Unit Type Text Format","Number of Occupants in Vehicle","Make","Vehicle Model Year","Vehicle Model Year Text Format","Model","Vehicle Color","Direction of Travel Before Crash","Direction of Travel Before Crash Text Format","Direction is Unknown","Most Harmful Event","Most Harmful Event Text Format","Vehicle Maneuver/Action","Vehicle Maneuver/Action Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Contributing Circumstances, Motor Vehicle","Contributing Circumstances, Motor Vehicle Text Format","Posted/Statutory Speed Limit","Towed Status","Towed Status Text Format","Trafficway Description","Trafficway Description Text Format","Total Lanes In Roadway","Roadway Alignment","Roadway Alignment Text Format","Roadway Grade","Roadway Grade Text Format","Initial Contact Point","Initial Contact Point Text Format","Extent of Damage","Extent of Damage Text Format","Body Type","Body Type Text Format","Vehicle Action","Vehicle Action Text Format","Contributing Circumstances of Vehicle","Contributing Circumstances of Vehicle Text Format","VIN","Traffic Control Device Type","Traffic Control Device Type Text Format","Traffic Control Device Functional?","Traffic Control Device Functional? Text Format","Sequence of Events 1","Sequence of Events 1 Text Format","Sequence of Events 2","Sequence of Events 2 Text Format","Sequence of Events 3","Sequence of Events 3 Text Format","Sequence of Events 4","Sequence of Events 4 Text Format","Special Function Of Vehicle In Operation","Special Function Of Vehicle In Operation Text Format","Emergency Vehicle Use","Emergency Vehicle Use Text Format","Were Hazardous Materials Released","Were Hazardous Materials Released Text Format","Owner City","Owner State","Owner Country","Owner Postal Code","Owner Information Same As Driver","Hit And Run Status","Towed To","Was Serial Number Missing/Removed","Bike Lanes/Sharrows Present","Name Of Roadway On Which Vehicle Was Traveling","Vehicle Was Not On Roadway","Motor Vehicle Registration State","Motor Vehicle Registration Was Invalid","Motor Vehicle Registration Plate Was Missing","Bus Use","Name Of Issuing Insurance Company","US DOT Number","Carrier Name","Carrier City","Carrier State","Carrier Country","Carrier Postal Code","Carrier Type","Carrier Type Text Format","Power Unit Owner Information Same As Carrier","Power Unit Owner City","Power Unit Owner State","Power Unit Owner Country","Power Unit Owner Postal Code","Gross Vehicle Weight Rating","Gross Vehicle Weight Rating Text Format","Vehicle Configuration","Vehicle Configuration Text Format","Cargo Body Type","Cargo Body Type Text Format","Insurance Expiration Date","Hazardous Materials Placard Display","Hazardous Materials Placard Display Text Format","Hazardou sMaterials Placard Number","Hazardou sMaterials Placard Class Number"
"1071929","1","1","Vehicle in Operation","1","","","","","","N","Northbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","30","3","Not Towed","1","Two-Way, Not Divided","1","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Main Street","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073141","1","1","Vehicle in Operation","1","Mercedes-benz","2016","2016","C300 4 Matic","Silver","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","10","Windows/Windshield","88","Not Applicable","25","3","Not Towed","5","One-Way Trafficway","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","10","Windows/Windshield","WDDWF4KB6GR128270","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06855","","false","","false","false","GregoryBlvd","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2024-01-01","","","",""
"1073141","2","1","Vehicle in Operation","1","TREK","","","FX1","Black","E","Eastbound","false","22","Motor Vehicle In Motion","2","Negotiating a Curve","0","None","0","None","25","","","5","One-Way Trafficway","1","2","Curve Left","1","Level","5","Sector 5 (South by SouthEast) in the 12-point Clock Diagram","1","No Damage","","","2","Negotiating a Curve","0","None","UNK","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Marvin Street","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1075431","1","1","Vehicle in Operation","1","Mazda","2016","2016","3 Sport","Silver","S","Southbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","3MZBM1K78GM298637","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Newtown","CT","UnitedStates","06470","","false","","false","false","Martin Luther King Jr","false","CT","false","false","1","USAA","","","","","","","","","","","","","","","","","","","","2024-04-20","","","",""
"1075712","1","1","Vehicle in Operation","2","Ford","2010","2010","Edge Limited","White","E","Eastbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","13","Non-Collision","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","2FMDK4KC6ABB61393","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Washington St. ","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1076328","1","1","Vehicle in Operation","2","CADILLAC","1973","1973","COUPE DEVILLE","Blue","S","Southbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","88","Not Applicable","0","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","7","Turning Left","0","None","6D47R3E351934","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","Parking Lot","true","CT","false","false","1","Essentia Insurance Company","","","","","","","","","","","","","","","","","","","","2024-08-14","","","",""
"1076329","1","1","Vehicle in Operation","1","Ford","2016","2016","Fusion Se","Black","","","true","17","Pedestrian","3","Backing","0","None","88","Not Applicable","5","3","Not Towed","88","Not Applicable","","1","Straight","1","Level","6","Sector 6 (South) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","3","Backing","0","None","3FA6P0H76GR262967","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Greenwich      ","CT","","06830","","false","","false","false","","true","CT","false","false","1","ROOT INSURANCE CO","","","","","","","","","","","","","","","","","","","","2024-02-08","","","",""
"1076960","1","1","Vehicle in Operation","1","Mercedes-Benz","","","","White","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","0","None","UNKNOWN","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","true","","false","false","Connecticut Avenue","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1079561","1","1","Vehicle in Operation","1","Jeep","2020","2020","Gladiator Overland","Black","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","88","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","1C6HJTFG0LL123569","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06855","","false","","false","false","Van Zant Street","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2024-01-25","","","",""
"1080553","1","1","Vehicle in Operation","1","Ford","2020","2020","Explorer","Black","S","Southbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","8","Sector 8 (SouthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","1FM5K8AB8LGB84576","6","Stop Sign","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","false","","false","false","So Main","false","CT","false","false","1","Cirma","","","","","","","","","","","","","","","","","","","","","","","",""
"1080553","2","1","Vehicle in Operation","1","Lectric","2022","2022","XP 3.0","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","88","Not Applicable","25","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","South Main St","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080824","1","1","Vehicle in Operation","2","Chevrolet","1995","1995","Blazer","Blue","N","Northbound","false","47","Other Fixed Object (wall, building, tunnel, etc.)","9","Leaving Traffic Lane","0","None","88","Not Applicable","1","1","Towed Due to Disabling Damage","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","1","Passenger Car","9","Leaving Traffic Lane","0","None","1GNCT18W4S2197529","1","No Control Device","88","Not Applicable","47","Other Fixed Object (wall, building, tunnel, etc.)","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk        ","CT","","06855","","false","In-Tune Automotive","false","false","Cedar St","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2023-09-26","","","",""
"1081237","2","1","Vehicle in Operation","1","","","","","Blue","N","Northbound","false","22","Motor Vehicle In Motion","7","Turning Left","99","Unknown","99","Unknown","25","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","99","Unknown","","","7","Turning Left","99","Unknown","Unknown","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Gregory Blvd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081237","1","1","Vehicle in Operation","1","Toyota","2009","2009","Matrix","Gray","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","99","Unknown","88","Not Applicable","25","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","2T1KU40E59C142086   ","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","N/A","false","false","Gregory Blvd","false","CT","false","false","1","Geico","","","","","","","","","","","","","","","","","","","","2023-08-28","","","",""
"1082031","1","1","Vehicle in Operation","1","Mini","2010","2010","Cooper","Red","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","30","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","2","Uphill","2","Sector 2 (NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","WMWMR3C53ATU97137","1","No Control Device","88","Not Applicable","8","Ran Off Roadway Right","17","Pedestrian","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","06855","","false","","false","false","Winfield St","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","2023-10-07","","","",""
"1082830","1","1","Vehicle in Operation","1","Audi","2017","2017","Q7 Premium","Silver","W","Westbound","false","18","Pedalcycle/Pedalcyclist","97","Other","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","10","Sector 10 (NorthWest) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","97","Other","0","None","WA1AAAF76HD045115","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Wilton","CT","","06897","","false","","false","false","Haviland St","false","CT","false","false","1","USAA Casualty Insurance Company  CIC","","","","","","","","","","","","","","","","","","","","","","","",""
"1082830","2","1","Vehicle in Operation","1","Specialized","","","Tarmac","","W","Westbound","false","22","Motor Vehicle In Motion","5","Overtaking/Passing","0","None","","","1","","","5","One-Way Trafficway","1","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","","","5","Overtaking/Passing","0","None","","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Haviland St","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1084999","1","1","Vehicle in Operation","1","Honda","2013","2013","Pilot Touring","Gray","W","Westbound","false","19","Other Non-motorist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","1","3","Curve Right","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","5FNYF4H90DB022082","1","No Control Device","88","Not Applicable","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06850","","false","","false","false","Pettom Road","false","CT","false","false","1","Allstate","","","","","","","","","","","","","","","","","","","","2023-11-01","","","",""
"1085391","1","1","Vehicle in Operation","1","","","","TREK","Black","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","99","Unknown","99","Unknown","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","","","1","Straight Ahead","99","Unknown","12076","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","NEW CANAAN AVE","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085391","2","1","Vehicle in Operation","1","","","","","","N","Northbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","99","Unknown","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","99","Unknown","1","Level","99","Unknown","99","Unknown","99","Unknown","1","Straight Ahead","99","Unknown","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","NEW CAANAN AVE","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1086263","1","1","Vehicle in Operation","1","Toyota","2014","2014","Cor L/le/lepl/pr/s/s","Brown","E","Eastbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","1","Passenger Car","1","Straight Ahead","0","None","2T1BURHE1EC207821","3","Traffic Control Signal","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","false","","false","false","W. Rocks Rd","false","CT","false","false","1","GEICO Indemnity Company","","","","","","","","","","","","","","","","","","","","2023-11-10","","","",""
"1086630","1","1","Vehicle in Operation","1","Toyota","2009","2009","Camry Hybrid","Gray","N","Northbound","false","19","Other Non-motorist","1","Straight Ahead","99","Unknown","99","Unknown","88","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","99","Unknown","4T1BB46K09U065581","4","Flashing Traffic Control Signal","2","Yes","19","Other Non-motorist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bethel","CT","","06801","","false","","false","false","West Ave.","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2023-12-02","","","",""
"1087847","1","1","Vehicle in Operation","1","Toyota","2023","2023","Rav4 Le","Silver","W","Westbound","false","17","Pedestrian","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","1","Straight Ahead","0","None","2T3F1RFV6PC370858","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","false","","false","false","Grandview Ave","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2023-09-30","","","",""
"1088882","1","1","Vehicle in Operation","1","","","","","Tan","N","Northbound","false","17","Pedestrian","3","Backing","0","None","0","None","1","99","Unknown","1","Two-Way, Not Divided","2","1","Straight","2","Uphill","6","Sector 6 (South) in the 12-point Clock Diagram","99","Unknown","5","Pick Up","3","Backing","0","None","","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","Ely Ave","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089101","2","1","Vehicle in Operation","1","N/A","","","electric","White","S","Southbound","false","88","Not Applicable","7","Turning Left","0","None","0","None","1","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","9","Sector 9 (West) in the 12-point Clock Diagram","3","Functional Damage","","","7","Turning Left","0","None","","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","East Rocks Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089101","1","1","Vehicle in Operation","1","Subaru","2021","2021","Outback Limited","White","S","Southbound","false","88","Not Applicable","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","4S4BTANC1M3128403","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Phoenix","AZ","","85004","","false","","false","false","East Rocks Rd","false","CT","false","false","1","GEICO General Insurance Company","","","","","","","","","","","","","","","","","","","","2024-01-07","","","",""
"1093667","1","1","Vehicle in Operation","1","Audi","2017","2017","Q5 Premium","Black","S","Southbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","1","No Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","WA1C2AFP6HA086481","6","Stop Sign","2","Yes","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Darien","CT","","06820","","false","N/A","false","false","Parking lot","false","CT","false","false","1","American Commerce Insurance Co","","","","","","","","","","","","","","","","","","","","2023-11-13","","","",""
"1095914","2","1","Vehicle in Operation","1","Unknown","","","UNKNOWN","Black","W","Westbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","1","","","1","Two-Way, Not Divided","2","1","Straight","1","Level","3","Sector 3 (East) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","0","None","UNKNOWN","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","false","false","Westport Avenue","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095914","1","1","Vehicle in Operation","1","Mazda","","","3.0Si","Red","W","Westbound","false","18","Pedalcycle/Pedalcyclist","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","99","Unknown","1","Passenger Car","1","Straight Ahead","0","None","UNKNOWN","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","UnitedStates","","","true","","false","false","County Street","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097163","1","1","Vehicle in Operation","1","Ford","2019","2019","F550 Sup","Gry      ","W","Westbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","97","Other","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","4","1","Straight","1","Level","13","Non-Collision","1","No Damage","5","Pick Up","7","Turning Left","97","Other","1FDUF5HY0KDA08937   ","3","Traffic Control Signal","2","Yes","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","UnitedStates","","","false","","false","false","Main St.","false","CT","false","false","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097163","2","1","Vehicle in Operation","1","Hard Rock","","","Specialized","Gray","S","Southbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","97","Other","0","None","1","","","1","Two-Way, Not Divided","4","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","","","1","Straight Ahead","97","Other","","3","Traffic Control Signal","2","Yes","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Main St","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097911","1","1","Vehicle in Operation","1","","","","","","W","Westbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","1","","","3","Two-Way, Divided, Unprotected (Painted > 4 Feet) Median","2","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","UNKNOWN","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","","","","","","true","","false","false","WALL STREET","false","","false","false","1","UNKNOWN","","","","","","","","","","","","","","","","","","","","2023-12-31","","","",""
"1100874","1","1","Vehicle in Operation","1","Jeep","2006","2006","Grand Cherokee Lar/c","Black","S","Southbound","false","17","Pedestrian","1","Straight Ahead","99","Unknown","88","Not Applicable","25","99","Unknown","1","Two-Way, Not Divided","2","1","Straight","1","Level","99","Unknown","99","Unknown","1","Passenger Car","1","Straight Ahead","99","Unknown","1J4GR48K36C294674","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06851","","true","","false","false","North Water  st","false","CT","false","false","1","State Farm","","","","","","","","","","","","","","","","","","","","","","","",""
"1100876","2","1","Vehicle in Operation","1","","","","","White","N","Northbound","false","22","Motor Vehicle In Motion","1","Straight Ahead","0","None","0","None","1","","","1","Two-Way, Not Divided","3","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","4","Disabling Damage","","","1","Straight Ahead","0","None","N/A","1","No Control Device","88","Not Applicable","22","Motor Vehicle In Motion","88","Not Applicable","88","Not Applicable","88","Not Applicable","","","","","","","","","","","","false","","true","false","Flax Hill Rd","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100876","1","1","Vehicle in Operation","1","Nissan","2014","2014","Altima 2.5/s/sv/sl","Tan","S","Southbound","false","18","Pedalcycle/Pedalcyclist","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","3","1","Straight","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","3","Functional Damage","1","Passenger Car","7","Turning Left","0","None","1N4AL3AP2EC159185","1","No Control Device","88","Not Applicable","18","Pedalcycle/Pedalcyclist","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06854","","false","","false","false","Flax Hill Rd","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","","","","",""
"1104479","1","1","Vehicle in Operation","1","Toyota","2009","2009","Camry LE/XLE/SE","Green","N","Northbound","false","88","Not Applicable","1","Straight Ahead","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","3","Curve Right","1","Level","1","Sector 1 (North by NorthEast) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","1","Straight Ahead","0","None","4T1BK46K89U583583","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Bridgeport","CT","","06606","","false","N/A","false","false","Main St.","false","CT","false","false","1","Motor Club Insurance Company","","","","","","","","","","","","","","","","","","","","2024-02-23","","","",""
"1106177","1","1","Vehicle in Operation","1","Volkswagen","2013","2013","Passat S","White","S","Southbound","false","26","Other Non-Fixed Object","2","Negotiating a Curve","0","None","88","Not Applicable","1","3","Not Towed","1","Two-Way, Not Divided","2","1","Straight","1","Level","11","Sector 11 (North by NorthWest) in the 12-point Clock Diagram","2","Minor Damage","1","Passenger Car","2","Negotiating a Curve","0","None","1VWAP7A39DC044520","1","No Control Device","88","Not Applicable","26","Other Non-Fixed Object","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Norwalk","CT","","06855","","false","","false","false","Morton Street","false","CT","false","false","1","Allstate Fire and Casualty Insurance Company","","","","","","","","","","","","","","","","","","","","2023-05-19","","","",""
"1109409","1","1","Vehicle in Operation","1","Merc","2012","2012","Ml350","Gray","N","Northbound","false","17","Pedestrian","7","Turning Left","0","None","88","Not Applicable","1","3","Not Towed","5","One-Way Trafficway","1","1","Straight","1","Level","12","Sector 12 (North) in the 12-point Clock Diagram","2","Minor Damage","2","(Sport) Utility Vehicle","7","Turning Left","0","None","4JGDA5HB4CA014169   ","1","No Control Device","88","Not Applicable","17","Pedestrian","88","Not Applicable","88","Not Applicable","88","Not Applicable","1","No Special Function","88","Not applicable","","","Westport","CT","","06880","","false","","false","false","Crescent St","false","CT","false","false","1","STATEFARM","","","","","","","","","","","","","","","","","","","","2024-03-26","","","",""
